12036	627
12036	1324
9019	231
9019	8370
9019	8371
9019	8635
11781	1852
11781	553
2919	2881
2919	43
3705	43
3705	1
3705	1007
11775	43
11775	4342
11775	1
11775	550
11775	2655
2901	43
2901	1
2901	550
14683	5171
14683	13367
14683	13366
14683	6232
14684	15985
14684	2864
14684	15984
11791	4738
11791	4617
11791	8825
11791	8828
11791	8831
11786	2381
11786	271
11786	481
11734	271
11734	2965
11734	2964
11734	3416
11725	261
11725	271
11725	2473
11725	33
8495	271
8495	33
8495	3416
8499	189
8499	3036
14756	13024
14756	3265
14756	7550
14756	13029
14756	13028
14756	13027
14756	13025
11714	61
11714	10761
11714	7010
11714	2532
11882	627
11882	2399
5659	627
5659	4736
5659	3927
11876	627
11876	6180
5640	1
5640	513
5848	189
5848	8965
8567	676
8567	1367
14724	3157
14724	145
14724	211
14724	2645
14724	5903
14724	4047
14724	5593
14724	1152
11828	1377
11828	211
14725	2122
14725	13982
14725	13981
14725	2061
14726	2122
14726	2061
14727	2122
14727	2061
11817	2122
11817	2061
11816	8337
11816	2185
11816	4892
14741	449
14741	16543
14741	16544
14741	16545
14750	2883
14750	3175
14750	941
14589	4493
14589	10081
14597	3334
14597	14506
14598	7874
14598	212
14603	830
14603	2210
14603	7055
14604	4424
14604	108
14608	742
14608	9507
13883	6519
13883	1954
13883	188
13883	298
13882	16164
13882	1835
13882	16163
14610	84
14610	1782
14611	13546
14611	5699
14611	5698
14612	1608
14612	7408
14561	195
14562	11920
14562	11919
14562	155
14562	11921
14565	1040
14565	16115
14566	11413
14566	11412
14568	13835
14568	1976
14568	4324
14568	1061
14568	187
14568	13834
14568	1223
14000	3924
14000	404
13999	3924
13999	404
9330	3924
14572	2767
14572	13883
14572	13882
14573	5020
14573	2715
14575	5572
14575	646
14575	9991
14575	7436
14577	9141
14578	9426
14578	16401
14578	16402
14579	1455
14579	2936
14579	944
14581	7283
14581	3669
14581	7517
14581	476
14582	891
14582	10063
14028	2203
14028	17277
14028	2123
14028	10
14028	543
14028	590
14028	3279
14026	2292
14026	84
14024	2317
14024	8866
14020	158
14020	856
14020	883
14017	856
14017	15688
14017	2846
14641	14290
14641	14289
14643	3424
14643	902
14643	1245
13952	3582
13952	3253
13952	6104
7445	1412
5597	1412
13979	753
13979	2718
13979	8804
13976	3385
13976	4536
13971	3385
13971	5427
13971	8805
13971	8807
13971	4536
13971	8816
13718	753
13718	7463
13718	8775
13718	9021
13718	145
7494	791
7494	492
7494	1808
14661	6885
14661	6887
14661	2949
14661	2948
14661	6888
13743	2981
13743	11742
13743	2071
14662	1215
14662	300
14663	5301
14663	608
14614	3170
14614	348
14615	3905
14615	14447
14615	14446
14615	3368
14617	93
14617	785
14617	2109
14617	129
13672	924
13672	6153
13672	6156
13672	6157
13672	1868
14620	2900
13663	2981
13663	2071
13663	8501
13663	8505
14625	1505
14625	13377
14626	187
14626	4611
7640	718
7640	1567
7640	620
13819	6446
13819	718
13819	1567
13819	620
14630	330
14630	1865
14634	6385
14634	330
14634	16603
14634	1865
14635	16821
14635	450
13846	5026
13846	718
13835	718
7540	718
7540	1567
7540	620
13825	4387
13825	8399
13825	2147
14920	753
14920	3039
13764	225
13764	720
13764	1308
13761	4266
13761	14028
13761	6891
13761	417
7110	924
7110	720
7110	73
13749	791
13749	2887
13749	4579
7129	791
7129	1808
13786	791
13786	1808
13786	4579
13775	4794
13775	5061
13775	1396
14934	17039
14934	17040
14935	383
14935	17256
14935	17257
14937	7618
14937	7635
14937	11280
14937	11279
14939	2498
14939	274
14939	75
14940	2498
14940	6080
14940	6084
14940	2728
14940	13283
14940	6082
14940	13282
14941	519
14941	15425
14941	15424
14944	8973
14944	8972
14944	2799
14944	296
14944	601
14944	2763
14245	891
14245	3051
14891	5567
14894	42
14894	1852
14894	636
14895	525
14895	1434
14895	31
14895	2548
14896	7482
14896	2337
14896	164
14897	1208
14897	10522
14897	10521
14283	8906
14283	43
14283	550
14903	5492
14903	10877
14903	10878
14274	400
14274	4497
14094	1459
14094	6906
14907	2410
14907	300
14908	9935
14908	9934
14908	9933
14909	2178
14909	15832
14910	2178
14911	2178
14911	1061
14098	5941
14098	13605
14052	1710
14052	5653
14050	4058
14045	444
14045	569
14044	2260
14044	498
14043	2363
14075	743
14075	558
14073	1280
14073	405
14917	5613
14978	15594
14978	1282
14978	15849
14131	3263
14131	1762
14986	841
14986	15349
14986	1622
14987	982
14987	66
14987	1046
8067	66
8067	972
14994	8572
14994	8571
14133	2233
14133	2221
14133	2787
14116	4032
14116	2221
14063	5023
14067	16586
14067	1176
14948	482
14948	1878
14948	2082
14948	2923
14265	470
14265	752
14265	2020
14265	1989
14265	9068
5538	470
5538	2317
5538	1989
5538	2282
14306	752
14963	4908
14963	315
14963	11783
14963	5192
14191	4394
14254	373
5462	373
14969	1999
14969	2429
14969	1687
14969	357
14969	13222
14969	13221
14970	7
14970	244
14970	415
13140	3149
13140	4772
7806	4772
14813	6565
14813	4496
14813	6554
14816	981
14819	1967
14821	1696
13165	3771
13163	6781
13163	16556
13163	2831
13097	69
13097	2038
13096	7976
13095	7143
13095	127
13089	4023
14826	4296
14826	586
14827	2345
14827	7213
14827	1659
14827	457
14832	13758
14832	7554
14834	12993
14834	12992
14834	894
14834	12994
13117	7090
13113	2766
13113	4614
13105	1217
13105	289
13105	4435
13105	270
5045	289
5045	542
5045	8799
5045	42
13104	2775
13104	1523
14786	10150
14786	2628
13240	879
13240	524
14792	16258
14792	16257
13233	28
13233	257
13228	305
14796	28
14796	15968
14799	1752
5382	879
13249	134
13249	5040
7895	10303
7895	3951
7895	134
7897	10300
7897	2153
7897	524
7900	2179
7900	2214
14868	15896
13179	1539
13179	448
13214	8883
13214	879
13214	524
7808	4391
7808	1086
7808	524
14879	3496
14879	8037
14879	4607
14879	3381
14879	1040
14879	5215
14880	1807
13195	8190
13195	8191
13195	5914
13195	469
14883	4153
14883	4152
14883	13716
14883	13715
12950	1064
12950	679
12950	515
12949	5193
12949	3779
12949	669
12949	679
14890	16384
14890	449
14847	13575
14847	235
14847	651
14847	6250
14847	13577
14847	13576
14847	979
14847	13574
14847	13573
14847	13572
14847	13571
14847	13570
14847	13569
14847	13568
14847	13567
14848	6285
14848	2973
12901	8655
12901	8659
12901	2566
12901	353
12901	1867
12901	1677
12901	13803
12901	1139
12901	1624
12901	451
12901	16
12901	6794
12901	11543
12901	5659
12901	4871
12901	2679
12901	299
12901	8611
12901	8614
12901	8616
12901	8621
12901	8682
12901	8687
12901	8695
6120	451
6120	1139
6120	4871
12899	2843
12898	8664
12898	1702
12886	7543
14859	1933
16025	4099
16025	5271
16026	4099
16026	5271
16027	1327
16027	126
16027	1250
16027	886
16027	767
16028	5961
16028	4053
16029	9973
16029	168
16029	56
16030	6432
16030	15824
16030	15823
16030	15822
16032	6824
16032	862
16033	6089
16033	1018
16033	42
16034	510
16034	2091
16034	4829
16036	190
16036	329
13036	635
13036	17
13031	4154
13029	6576
16038	4697
16038	355
16045	2698
13001	9093
13001	3027
13001	2894
16000	6856
16000	4882
9073	3027
9073	2894
9073	8818
12990	8895
12990	271
12990	3416
12989	1231
12989	1229
12989	1424
12988	5278
12988	4693
12988	1231
12988	1229
12988	4692
4288	1231
4288	1229
4288	1424
3611	1424
9373	1231
9373	1229
9373	1424
5390	4693
5390	1231
5390	1229
5390	1424
3046	9058
3046	1231
3046	1229
3046	9059
3046	15716
16014	3162
16014	3163
16014	383
16017	12870
16017	4416
16017	12871
16019	424
16019	3806
13544	1042
13544	19
13543	11857
13543	1555
13543	737
13541	1707
16089	11864
16090	755
16091	755
16091	6210
16092	755
9561	14337
16056	1610
16056	5539
13486	9017
13485	8886
13485	8888
13485	5642
13485	5547
16059	322
16059	1714
13621	2640
16061	798
16061	2032
16061	1308
16062	820
16062	546
16063	230
16063	5
16072	38
16072	480
16072	953
16072	423
13607	931
13607	1930
13604	1834
13650	5142
13650	1834
16076	2319
16076	908
16076	1982
16077	967
16077	95
13640	14033
13640	6907
13640	4317
13636	11369
13636	6907
13636	4317
16079	5766
16079	11368
16080	11371
16080	11370
15915	197
15915	17169
15915	6958
15916	16978
15916	1849
13573	3884
13573	1316
13573	2494
15922	3972
15922	1206
13567	3094
13567	121
13567	2779
13566	15802
13566	6564
13566	1374
15924	2446
15924	3963
15925	12273
15925	12272
15925	12274
15926	6840
15926	347
15926	163
13599	1206
15930	1691
15930	14296
15930	14295
15931	12270
15931	12269
15932	2239
13586	921
13586	221
13586	1107
15941	470
15941	1989
15941	2020
13335	1065
13335	7119
13335	8788
13331	73
13331	2454
13331	8839
13331	8848
13331	8849
13331	6308
13331	1013
8501	8791
8501	8792
13323	4225
13323	8793
15894	3
13320	1377
13320	211
6451	1377
6451	211
13316	1065
13316	2032
13316	73
13316	1104
13316	433
8411	264
8411	2454
8637	4055
8637	3304
6478	1377
6478	211
13358	1065
13358	1688
13358	8495
13358	7376
13358	8496
13357	3251
8672	6642
8672	1221
6238	73
6238	1739
5065	73
5065	720
13354	6642
13354	1221
13352	1104
13352	2144
13352	433
13352	1007
8545	721
6224	8328
6224	8331
13347	3995
13347	2150
13346	4136
13346	2150
9485	8369
9485	6863
13343	8667
13343	1587
13342	1104
6184	5486
9398	73
9398	1550
13289	6144
13289	1587
13289	5523
13288	7119
13288	8853
9380	264
9380	8854
13283	8859
13283	6452
13281	8865
13281	2666
13281	5932
13281	1099
13281	1392
13280	2903
13280	2901
15907	17399
15907	4159
15907	17398
15907	17397
15908	99
15908	3216
15909	114
15909	3216
15909	4533
15910	16591
15910	16592
15910	3215
15911	15171
15911	4369
15911	13388
15912	465
15912	5859
15912	16466
15913	14494
15913	14493
15913	4118
15913	114
15914	1147
15914	14329
15914	14330
15970	4118
15970	114
15971	13432
15971	13433
15973	3219
15973	99
15975	138
15975	359
15975	4171
15979	2263
15979	3320
15979	2758
15979	309
15981	58
15981	2793
15982	929
15982	2526
13298	93
13298	347
13298	129
13298	163
13294	6793
13294	1786
13293	1786
7444	3718
7444	182
7444	1732
15987	12197
15988	349
13419	225
13419	4683
13452	225
13452	4683
1857	211
1857	4669
15995	225
15995	7135
13435	225
13435	7135
15997	2002
15943	1271
15945	1178
15945	15962
15945	4701
15946	2707
15946	9814
15947	1749
15947	9229
15947	471
15949	5444
13375	40
15950	16064
15950	16063
15950	16062
15951	148
15951	2172
15951	16075
15952	2754
15952	1980
15952	15970
15952	15969
15953	790
15953	7274
15954	40
15954	1679
15955	3249
15956	16285
15956	6586
15956	16284
15956	16283
15956	16282
15956	1154
15956	16286
15957	4992
15958	40
15958	2012
15958	4484
15959	40
15959	5389
15960	11052
15963	7982
15963	7994
15963	8046
13396	2329
13396	8436
13396	8445
13392	5824
13392	271
13392	2381
7904	1640
7904	7574
13389	1640
13389	7574
15969	1922
15969	10754
15969	717
15969	15049
15969	6969
9734	1962
9734	632
16254	8666
16254	1160
16254	1087
16261	1827
16261	3128
9686	361
9686	2252
16263	7112
16263	8595
16263	8594
16264	99
16264	8266
16264	5497
16264	8262
16265	466
16265	11
16269	3107
16271	643
16274	59
16274	6244
16274	4278
9618	1261
9618	414
9339	131
9339	1925
9339	4121
9339	65
16225	687
9795	735
9795	708
9806	2198
9806	2287
9806	1309
16233	392
16233	7154
16233	7153
16233	4026
16233	4027
16233	4028
16233	4029
16233	3317
16233	697
9694	2799
9694	15
16239	2508
16239	919
16239	3103
16239	6892
16239	138
16240	14
16240	1585
16240	11
16240	1299
8435	1295
8435	3143
9627	2929
9627	96
9627	270
9590	826
9590	634
9669	98
9669	10316
9669	7519
9669	7586
9669	296
9669	2350
9669	6641
8877	1190
9821	8548
9821	8537
9821	8543
9821	8547
9821	7443
9821	8553
9821	8513
9821	2765
9821	924
16244	540
16244	11188
16246	370
16246	63
16303	14034
16303	3176
16303	419
16307	4360
16307	8696
16307	387
16307	4359
2115	225
2115	702
2115	211
16311	115
16311	4367
9701	1675
9701	183
9701	8752
8866	1675
8866	183
6406	2606
6406	1503
6406	6407
6406	183
4572	1503
4572	183
9699	1675
9699	183
9696	4112
9696	183
16313	4112
16313	4164
16313	183
9754	3362
9754	8248
9921	4824
9831	183
16315	99
16315	15407
16316	337
16316	33
16317	3219
16317	99
16319	6236
16319	2049
16319	159
16320	4450
16320	1615
16320	776
16321	99
16321	2356
16322	719
16322	15501
9671	99
9671	2356
7461	1358
7461	14909
7461	99
9800	99
9800	2356
16323	99
16323	15406
16324	3219
16324	15359
16324	99
16325	6525
16325	99
16326	16381
16327	237
16327	99
16328	16505
16328	150
16328	16507
16328	1592
9762	237
9762	99
16329	237
16329	99
9731	1624
9731	1328
9731	2344
8412	60
8412	15419
16276	1003
16276	1348
16276	59
16276	8092
16276	17
16277	11573
16277	2341
5891	721
4640	1104
4640	433
9865	59
9865	4277
9865	17
9915	3884
9915	11579
16284	13846
16284	26
16284	762
9745	7788
9745	487
8358	2339
8358	487
5611	132
5611	85
9767	2504
9767	1376
9767	1592
9456	237
9456	99
9517	881
9517	1788
9850	2163
9850	2093
9850	881
2995	2163
2995	2093
2995	881
5190	2163
5190	881
2945	881
2945	1788
9165	2163
9165	881
9605	7617
9605	881
9605	1788
16292	5488
16292	853
16293	345
16293	8140
7438	18
7438	585
9742	4541
9742	4545
9718	4541
9718	4545
9718	18
16139	18
16139	585
9932	7404
9932	7410
9932	3481
9772	3834
9772	18
9772	9022
16140	2683
16140	2560
16140	2678
16140	26
16140	762
16142	11134
16142	3830
9849	15405
9849	15404
9849	6958
9885	1712
9885	0
16146	3505
16146	5520
16147	7952
16147	682
16151	15085
16151	15084
16151	5520
16160	338
2097	189
9584	1697
16121	3191
16121	10740
16121	3286
9841	272
16124	59
16124	3913
16124	1661
16124	14471
16124	14470
16124	14469
9838	7040
9845	12752
9845	12486
9845	12751
5558	272
8011	272
9703	5990
7919	107
9654	13011
9654	700
9654	1397
9654	13013
9654	13012
9654	238
10857	272
10857	438
10857	4488
10857	4448
10856	272
10856	438
10856	4488
10856	4448
10848	1042
10848	19
10847	102
10847	1021
10847	1697
10885	87
10883	14178
10883	14036
10881	310
10881	646
7877	1042
7877	19
7877	954
7877	1754
7877	2383
3266	19
3266	3765
7970	954
7970	2383
8010	6127
8010	19
8010	1042
7994	19
7994	310
7994	646
7938	338
7938	2748
7959	1228
7959	67
7959	4832
10814	6088
10814	17094
10814	6137
10814	6138
10807	6631
5443	1890
5149	4560
7741	272
10840	12892
10840	2330
10840	1021
10840	8899
10827	303
10826	3557
10826	87
10955	1890
10949	15991
10949	740
10949	26
10949	16275
16168	2648
16168	2225
16169	3662
16169	9220
16169	6135
10942	8322
10942	8326
10942	5076
10934	2992
5520	8606
5520	4758
10973	4758
10972	4758
10972	8609
10970	8610
10970	4898
10962	8663
10962	2423
8226	2491
8226	12102
8226	4332
8226	6959
8226	12103
8226	914
8226	3225
10959	4600
10959	2423
10956	6135
5986	2740
10907	4332
10903	6120
10903	2740
16186	1452
15591	7668
15591	8
15591	10971
15603	843
15603	9451
15604	843
10704	843
10704	6038
8122	374
15606	14045
15606	374
10698	374
10639	5314
15561	3877
15561	13138
15561	5933
15561	87
15570	7434
15578	11131
10773	695
15580	11132
15581	4297
15581	13396
15638	16650
15638	16651
15638	16652
15639	17056
15639	7487
15639	7488
15639	7489
15639	2270
15639	17055
15640	15967
15640	7487
15640	7488
15640	7489
15643	695
10787	4814
7581	1507
7581	1116
7581	6445
15656	9641
15657	9644
15657	9643
15657	2359
15658	3325
15663	4498
15663	16281
15610	16087
15610	16086
15612	13018
15612	13017
5722	2894
15621	16439
15621	16440
15621	16441
15621	16438
10739	2388
10739	7645
10739	14387
10739	72
10739	6632
10739	14314
15622	3640
15622	5412
15622	3642
15622	2185
7393	12489
7393	326
15625	196
15625	851
15626	27
15626	1426
15626	605
11200	5257
15636	6962
15636	14057
15636	2291
15636	6919
15636	255
15472	1053
15474	10187
15474	1027
15474	1001
15481	13419
15481	15978
15481	13370
15482	9222
15484	4523
15484	4521
15484	5252
15484	11677
11160	1358
11160	5261
11160	5262
11160	3714
11155	4249
11155	1294
11154	3150
11154	1596
11193	1510
11193	4333
11193	14054
5841	255
11186	2879
11186	8755
11186	8756
11186	2087
9320	2010
9320	9042
9320	3080
15499	6283
15499	7705
15452	2950
15453	2348
15453	114
15453	1456
11301	8916
11301	8975
11301	938
11300	6417
11300	938
15454	424
15454	5435
11297	3207
11297	1001
15458	14951
15458	7672
11292	6417
11292	938
15461	7158
15461	1233
15461	81
15461	2997
15461	3965
15461	406
11317	6984
11317	1316
11317	2087
5115	1316
5115	2494
15466	11327
15466	11273
9509	207
9509	999
9504	207
9504	2944
9502	207
9502	999
9502	1121
9502	6655
9524	207
9524	999
11251	386
11251	143
9513	897
9513	11358
9513	514
11249	207
11249	1209
11249	1121
11246	207
11246	1209
11246	1121
15467	231
15467	10667
15468	2875
15468	405
15469	1269
15469	10144
11242	3630
11242	945
11242	704
11242	930
8591	225
8591	720
8591	1308
15470	1071
15470	23
15470	35
15470	995
15470	751
15471	2651
15471	425
15471	5219
15527	7155
15527	10987
15528	7335
11278	7190
15529	3397
11277	14634
11277	2290
11277	496
11276	14183
11276	2770
11276	704
11276	738
11276	496
11275	566
11275	3694
15530	132
15530	85
15530	7390
15532	309
15532	13783
15533	1112
15533	1912
11271	8838
11271	2522
11271	1573
11270	7449
11270	4637
11270	8739
8668	2522
8668	1573
8668	2338
8664	8742
8664	3471
8664	2522
15535	4084
15535	768
11264	927
11264	7209
8641	4051
8641	8392
8641	4206
11259	927
11259	7209
5661	927
15537	91
15537	3099
15539	91
15539	30
15540	3460
11038	269
11038	2222
11038	5640
15541	269
15541	2066
15543	606
15543	1747
15543	1022
15543	3029
15544	12929
11028	14806
11028	14805
11028	14804
11028	5538
15546	1485
15546	1036
15546	522
15546	14266
15546	14265
15546	3423
15547	3411
15547	2052
11025	2052
11024	1573
15548	884
15548	2117
15550	6901
15550	1061
15551	2781
15551	1163
15552	142
15552	578
15552	3244
15500	250
15500	6466
15500	2704
11054	1896
11054	1233
15507	3596
15507	6859
15507	6809
15509	560
15511	327
15511	1735
11044	2590
10994	2133
10994	3049
15520	346
15521	2133
15521	260
15521	1207
15522	2322
15522	918
15523	4109
15524	962
10986	373
10986	823
10986	8671
15526	1484
15526	1926
15526	14824
15804	2129
11018	5208
11015	373
11015	823
15808	8746
15808	8749
15808	2160
15809	260
15809	2866
8718	470
8718	752
8837	16669
8837	10022
8837	10021
8837	10020
8837	10019
8837	10017
11112	1518
11149	5174
11149	5176
11149	4539
11149	8731
11149	8732
11140	2813
11140	4621
11140	2074
8381	2813
8381	4621
15830	1082
15830	3479
15830	231
11078	111
11074	2765
11074	195
11074	3479
11067	1082
11067	2477
11067	8712
11066	1082
11066	2477
11066	195
15777	16850
5517	9037
5517	9039
5517	9041
5517	7235
5517	9024
5517	9031
5517	9034
11095	15240
11095	15239
11095	296
11094	12021
11094	4071
15780	417
15780	2605
15781	366
15782	3536
15782	6913
7369	5407
7369	12065
7369	3735
10167	9004
10167	697
15788	4619
15788	8740
15788	6827
10162	11651
10162	11652
10162	11653
10161	4891
10161	2615
15790	643
15790	290
15790	2084
10155	643
10155	290
15791	8711
15791	290
10153	13989
15792	4891
15792	2615
10184	8471
10184	2615
10184	8470
10183	1784
15795	134
15795	7456
10181	134
10181	3949
15796	162
15796	1761
5585	754
5585	134
3527	243
10128	571
10128	8858
15867	4328
15867	66
15867	1382
15867	12827
15868	3145
15868	9862
5272	451
5272	1139
5272	4871
7029	1139
15870	717
15870	7559
8006	8722
8006	1139
8006	14259
8006	8720
10119	1139
7926	4808
7926	3887
10118	7028
15872	3238
15873	1023
15873	582
15873	7520
15874	1023
15874	1237
15875	4298
15876	789
15876	1212
15878	15707
15878	2297
15878	15708
8163	4659
8163	3077
8163	130
8163	3194
8140	5462
8140	4659
8140	130
8140	3194
10281	3335
10281	2130
15836	321
15836	1078
15836	1646
15836	6736
10274	3102
10274	8759
10274	8761
10274	13781
6993	3102
6993	8766
10269	3102
10264	7569
10264	12104
10264	12108
15839	950
15839	396
15839	3888
10217	755
10217	5298
10216	5872
10216	440
10216	1265
10215	755
10215	6249
10215	14156
9575	3341
9575	419
10207	2316
10207	469
10207	11694
7001	5365
7001	16750
7001	16749
7001	1312
10238	15185
10238	1456
10238	419
15844	8062
15845	2332
15845	693
15845	5437
8525	3908
8525	5135
8525	1459
8525	419
8525	14478
8525	1669
15846	14306
15846	14069
15847	429
15847	2727
8933	1931
8933	419
8933	1669
8961	2076
8961	3176
8961	419
10232	3908
10232	2076
10232	1157
10232	1523
10232	419
10232	12883
10231	3908
10231	419
10231	5135
10230	2940
10230	2528
10230	33
10230	2261
15848	33
15848	4376
15849	33
15849	4376
15850	99
15850	4376
15850	33
8728	4429
8728	33
10222	2940
10222	33
10219	3207
15851	5278
15851	4693
15851	1231
15851	1229
15851	4692
15851	1424
9995	33
9995	1824
9994	99
9994	2356
9992	5265
9992	5266
9992	400
9988	4065
9988	4066
9988	400
15852	184
15852	2688
15853	1097
15853	41
15853	13547
15854	5228
15854	400
